industries,skills
Sales,Cho Thuê Văn Phòng
Sales,Bất Động Sản
Sales,Commercial Leasing
Sales,Communication
Sales,Real Estate
Administrative/Clerical,May Mặc
Administrative/Clerical,Thông Dịch
Administrative/Clerical,Trợ Lý
Administrative/Clerical,Tiếng Hàn
Administrative/Clerical,Biên Phiên Dịch
Accounting,Xuất Hóa Đơn Vat
Accounting,Kiểm Toán Viên Nội Bộ
Accounting,Kế Toán Nội Bộ
Accounting,Báo Cáo Thuế
Accounting,Phần Mềm Kế Toán Misa
Auditing,Xuất Hóa Đơn Vat
Auditing,Kiểm Toán Viên Nội Bộ
Auditing,Kế Toán Nội Bộ
Auditing,Báo Cáo Thuế
Auditing,Phần Mềm Kế Toán Misa
Finance/Investment,Xuất Hóa Đơn Vat
Finance/Investment,Kiểm Toán Viên Nội Bộ
Finance/Investment,Kế Toán Nội Bộ
Finance/Investment,Báo Cáo Thuế
Finance/Investment,Phần Mềm Kế Toán Misa
Customer Service,BPO
Customer Service,Customer Support
Customer Service,Internet
Customer Service,Analysis
Administrative/Clerical,Điều Phối Dự Án
Administrative/Clerical,NGO Environment
Administrative/Clerical,Chăm Sóc Khách Hàng
Administrative/Clerical,Pháp Lý
Administrative/Clerical,Hành Chính
Human Resources,Human Resources
Human Resources,HR
Human Resources,Đào Tạo và Phát Triển
Marketing,Integrated Marketing Communications Planning
Marketing,Marketing Campaign
Marketing,Product Launch Events
Marketing,Cosmetic
Marketing,Budget Planning
Administrative/Clerical,Tiếng Anh
Administrative/Clerical,QA
Administrative/Clerical,Quality
Administrative/Clerical,Quality Process Improvement
Sales,Sale Logistics
Sales,Customer Satisfaction
Sales,Sale Freight Forwarding
Sales,Market Development
Sales,Recruitment Planning
Electrical/Electronics,Tiếng Anh
Electrical/Electronics,Kỹ Thuật Điện
Electrical/Electronics,Kỹ Thuật Điện Tử
Electrical/Electronics,Viễn Thông
Electrical/Electronics,Tự Động Hóa
Human Resources,Chính Sách Lương Thưởng
Human Resources,Job Evaluation
Human Resources,Compensation Review
Human Resources,Salary Structures
Human Resources,Total Reward Statements
Marketing,Consumer Marketing
Marketing,Digitalization
Marketing,Pharmaceutical Business
Marketing,Leadership Ability
Marketing,English Business Fluent
Auditing,Thẩm Định Giá
Auditing,Thẩm Định Giá Tài Sản
Auditing,Định Giá Bất Động Sản
Auditing,Định Giá Tài Sản
Auditing,Thẩm Định Giá Doanh Nghiệp
Finance/Investment,Thẩm Định Giá
Finance/Investment,Thẩm Định Giá Tài Sản
Finance/Investment,Định Giá Bất Động Sản
Finance/Investment,Định Giá Tài Sản
Finance/Investment,Thẩm Định Giá Doanh Nghiệp
Customer Service,Telesale Skill
Customer Service,Bán Hàng
Customer Service,Tư Vấn Sản Phẩm
Customer Service,Tìm Kiếm Khách Hàng
Customer Service,Kinh Doanh
Sales,Telesale Skill
Sales,Bán Hàng
Sales,Tư Vấn Sản Phẩm
Sales,Tìm Kiếm Khách Hàng
Sales,Kinh Doanh
Administrative/Clerical,HR
Administrative/Clerical,Administration
Administrative/Clerical,Law
Human Resources,HR
Human Resources,Administration
Human Resources,Law
Sales,Giao Tiếp
Sales,Bán Hàng
Sales,Truyền Thông
Sales,Sự Kiện
Civil/Construction,Design
Civil/Construction,Civil
Civil/Construction,AutoCAD
Civil/Construction,Civil 3D
Civil/Construction,Revit
Administrative/Clerical,Giảng Dạy
Administrative/Clerical,Giảng Dạy Tiếng Anh
Administrative/Clerical,Tiếng Anh Nâng Cao
Administrative/Clerical,Sư Phạm Anh Văn
Administrative/Clerical,Sư Phạm Anh
Accounting,MS Office
Accounting,Khai Thuế
Accounting,Báo Cáo Thuế
Accounting,Đối Chiếu Công Nợ
Accounting,Xử Lý Vấn Đề
Auditing,MS Office
Auditing,Khai Thuế
Auditing,Báo Cáo Thuế
Auditing,Đối Chiếu Công Nợ
Auditing,Xử Lý Vấn Đề
Finance/Investment,MS Office
Finance/Investment,Khai Thuế
Finance/Investment,Báo Cáo Thuế
Finance/Investment,Đối Chiếu Công Nợ
Finance/Investment,Xử Lý Vấn Đề
Sales,Chăm Sóc Khách Hàng
Sales,Tư Vấn Du Học
Sales,Hồ Sơ Du Học
Sales,Xử Lý Hồ Sơ Du Học
Sales,Chương Trình Du Học
Electrical/Electronics,QC
Electrical/Electronics,Chăm Sóc Khách Hàng
Electrical/Electronics,Audit Nội Bộ
Electrical/Electronics,Quản Lý Chất Lượng
Electrical/Electronics,Client Negotiation
Finance/Investment,Online Trading
Finance/Investment,Communication
Finance/Investment,Teaching Skill
Finance/Investment,Live Streaming
Finance/Investment,Lecturer in Finance
Administrative/Clerical,Lễ Tân
Administrative/Clerical,Tiếng Nhật
Sales,Business Development
Sales,E-commerce
Sales,Business Plans
Sales,Professional Buying Skill
Sales,Key Account Development
Administrative/Clerical,Quản Lý Chứng Từ
Administrative/Clerical,Tin Học Văn Phòng
Administrative/Clerical,Theo Dõi Sản Xuất
Administrative/Clerical,Tổng Hợp Số Liệu
Administrative/Clerical,Chăm Sóc Khách Hàng
Sales,Quản Lý Chứng Từ
Sales,Tin Học Văn Phòng
Sales,Theo Dõi Sản Xuất
Sales,Tổng Hợp Số Liệu
Sales,Chăm Sóc Khách Hàng
Finance/Investment,Quản Lý Chứng Từ
Finance/Investment,Tin Học Văn Phòng
Finance/Investment,Theo Dõi Sản Xuất
Finance/Investment,Tổng Hợp Số Liệu
Finance/Investment,Chăm Sóc Khách Hàng
Customer Service,Financial Trading
Customer Service,Sales Revenue
Customer Service,Communication
Sales,Financial Trading
Sales,Sales Revenue
Sales,Communication
Finance/Investment,Financial Trading
Finance/Investment,Sales Revenue
Finance/Investment,Communication
Sales,Trình Dược
Sales,Dược Sỹ Đại Học Dược
Sales,Dinh Dưỡng
Sales,Kinh Doanh
Sales,Bán Hàng
Marketing,Truyền Thông
Marketing,Social Media
Marketing,Online Marketing
Marketing,Digital Marketing
Marketing,Marketing Campaign
Marketing,Bán Hàng Kỹ Thuật
Marketing,Phát Triển Kinh Doanh
Marketing,Báo Giá Hợp Đồng
Marketing,Thu Hồi Công Nợ
Marketing,Chăm Sóc Khách Hàng
Sales,Bán Hàng Kỹ Thuật
Sales,Phát Triển Kinh Doanh
Sales,Báo Giá Hợp Đồng
Sales,Thu Hồi Công Nợ
Sales,Chăm Sóc Khách Hàng
Customer Service,Dịch Vụ Khách Hàng
Customer Service,Tư Duy Kinh Doanh
Customer Service,Kết Nối Con Người
Customer Service,Nghiệp Vụ Nhà Hàng
Customer Service,Dịch Vụ Ẩm Thực
Civil/Construction,AutoCAD
Civil/Construction,Giám Sát Thi Công
Civil/Construction,Đọc Bản Vẽ
Civil/Construction,Tin Học Văn Phòng
Civil/Construction,Quản Lý Tiến Độ
Marketing,Content Creating
Marketing,Digital Marketing
Marketing,Content Marketing
Marketing,Plannning Marketing
Marketing,Marketing Planning
Electrical/Electronics,Supplier Quality Management
Electrical/Electronics,Quality Management
Electrical/Electronics,Quality
Electrical/Electronics,Supplier Audit
Electrical/Electronics,QA
Human Resources,Human Resources
Human Resources,Compliance
Human Resources,C&B
Human Resources,HRM
Human Resources,Garment
Administrative/Clerical,Tiếng Trung
Administrative/Clerical,Kinh Doanh
Administrative/Clerical,Phát Triển Thị Trường
Administrative/Clerical,Chăm Sóc Khách Hàng
Administrative/Clerical,Đọc Hiểu Bản Vẽ
Sales,Logistics
Sales,Tư Vấn Sản Phẩm
Sales,Tìm Kiếm Khách Hàng
Sales,Polymer Chemical
Sales,Trang Thiết Bị Y Tế
Accounting,Báo Chí Truyền Thông
Accounting,Văn Hóa
Accounting,Lịch Sử
Accounting,Biên Soạn Bài Giảng
Accounting,Biên Soạn Giáo Trình
Auditing,Báo Chí Truyền Thông
Auditing,Văn Hóa
Auditing,Lịch Sử
Auditing,Biên Soạn Bài Giảng
Auditing,Biên Soạn Giáo Trình
Finance/Investment,Báo Chí Truyền Thông
Finance/Investment,Văn Hóa
Finance/Investment,Lịch Sử
Finance/Investment,Biên Soạn Bài Giảng
Finance/Investment,Biên Soạn Giáo Trình
Customer Service,English
Customer Service,Customer Service
Customer Service,Quản Lý Bán Hàng
Customer Service,Sales Support
Customer Service,Sales Admin
Sales,English
Sales,Customer Service
Sales,Quản Lý Bán Hàng
Sales,Sales Support
Sales,Sales Admin
Human Resources,File Systems
Human Resources,Data Recording
Human Resources,Arrange Files
Marketing,Chinese Madarin
Marketing,Sales Digital Marketing
Marketing,Consulting
Sales,Telesale Skill
Sales,Business Development
Sales,Tư Vấn Bán Hàng Ô Tô
Finance/Investment,Ngân Hàng
Finance/Investment,Tài Chính
Finance/Investment,Tín Dụng
Finance/Investment,Chứng Khoán Đầu Tư
Finance/Investment,Bảo Hiểm
Customer Service,Ngân Hàng
Customer Service,Giao Dịch Ngân Hàng
Customer Service,Nghiệp Vụ Ngân Hàng Thương Mại
Customer Service,Nghiệp Vụ Kế Toán
Customer Service,Xử Lý Giao Dịch
Finance/Investment,Ngân Hàng
Finance/Investment,Giao Dịch Ngân Hàng
Finance/Investment,Nghiệp Vụ Ngân Hàng Thương Mại
Finance/Investment,Nghiệp Vụ Kế Toán
Finance/Investment,Xử Lý Giao Dịch
Administrative/Clerical,Medical Doctor
Administrative/Clerical,Pharmaceutical Healthcare
Administrative/Clerical,Pharmacy
Administrative/Clerical,Regulatory Affair
Administrative/Clerical,Admin
Accounting,Kế Toán
Accounting,Chief Accountant Certificate
Accounting,Accounting
Accounting,Tài Chính
Accounting,Kiểm Toán
Finance/Investment,Kế Toán
Finance/Investment,Chief Accountant Certificate
Finance/Investment,Accounting
Finance/Investment,Tài Chính
Finance/Investment,Kiểm Toán
Finance/Investment,Supply Chain
Finance/Investment,Finance
Finance/Investment,Financial Business Partner
Civil/Construction,Xây Dựng
Civil/Construction,Thi Công Cầu Đường
Civil/Construction,Xây Dựng Cầu Đường Bộ
Civil/Construction,Kỹ Sư Xây Dựng
Civil/Construction,Dự Án Thầu
Marketing,Online
Marketing,Media
Marketing,Videos Editor
Marketing,Biên Tập Video
Customer Service,Ngân Hàng
Customer Service,Giao Dịch Ngân Hàng
Customer Service,Khách Hàng Cá Nhân
Finance/Investment,Ngân Hàng
Finance/Investment,Giao Dịch Ngân Hàng
Finance/Investment,Khách Hàng Cá Nhân
Civil/Construction,Giám Sát Xây Dựng Công Trình
Civil/Construction,Giám Sát Thi Công
Civil/Construction,Shopdrawing
Civil/Construction,QS Ngành Xây Dựng
Civil/Construction,Xây Dựng Dân Dụng
Electrical/Electronics,Automations
Electrical/Electronics,Lập Trình Mobile
Electrical/Electronics,Desktop Hardware
Electrical/Electronics,C++ Language
Electrical/Electronics,Web Server Framework
Accounting,Kế Toán Tổng Hợp
Accounting,Kế Toán
Accounting,Finance
Accounting,Thuế
Accounting,Lập Chứng Từ Kế Toán
Auditing,Kế Toán Tổng Hợp
Auditing,Kế Toán
Auditing,Finance
Auditing,Thuế
Auditing,Lập Chứng Từ Kế Toán
Finance/Investment,Kế Toán Tổng Hợp
Finance/Investment,Kế Toán
Finance/Investment,Finance
Finance/Investment,Thuế
Finance/Investment,Lập Chứng Từ Kế Toán
Civil/Construction,Xây Dựng
Civil/Construction,Nghiệm Thu
Civil/Construction,Định Giá Xây Dựng
Civil/Construction,Đầu Tư Dự Án Xây Dựng
Civil/Construction,Bóc Tách Khối Lượng
Electrical/Electronics,English
Electrical/Electronics,Quản Lý Xưởng
Electrical/Electronics,Kiểm Soát An Toàn
Electrical/Electronics,Cơ Khí
Electrical/Electronics,Sản Xuất
Civil/Construction,Xây Dựng
Civil/Construction,Thi Công
Civil/Construction,Quản Lý Dự Án
Civil/Construction,Giao Thông Vận Tải
Civil/Construction,Quy Hoạch Xây Dựng
Civil/Construction,Xây Dựng
Civil/Construction,Địa Chất Công Trình
Civil/Construction,Thăm Dò Địa Chất
Civil/Construction,Nghiệm Thu
Civil/Construction,Xử Lý Hiện Trường
Customer Service,Chăm Sóc Khách Hàng
Customer Service,Tư Vấn Khách Hàng
Customer Service,Triển Khai Đơn Hàng
Customer Service,Quản Trị Kênh Truyền Thông
Customer Service,Xử Lý Khiếu Nại
Sales,Chăm Sóc Khách Hàng
Sales,Tư Vấn Khách Hàng
Sales,Triển Khai Đơn Hàng
Sales,Quản Trị Kênh Truyền Thông
Sales,Xử Lý Khiếu Nại
Customer Service,Quản Lí Đơn Hàng
Customer Service,Nghiên Cứu Thị Trường
Customer Service,Kế Hoạch Kinh Doanh
Customer Service,Quan Hệ Khách Hàng
Customer Service,Tư Vấn Khách Hàng
Sales,Quản Lí Đơn Hàng
Sales,Nghiên Cứu Thị Trường
Sales,Kế Hoạch Kinh Doanh
Sales,Quan Hệ Khách Hàng
Sales,Tư Vấn Khách Hàng
Civil/Construction,Xây Dựng
Civil/Construction,Quản Lý Dự Án
Civil/Construction,Công Trình Dân Dụng
Civil/Construction,Lập Dự Toán
Civil/Construction,Lập Kế Hoạch Thi Công Dự Án
Sales,Bán Hàng
Sales,Chăm Sóc Khách Hàng
Sales,Phân Tích Số Liệu
Sales,Tìm Kiếm Khách Hàng
Sales,Soạn Thảo Văn Bản
Accounting,Kế Toán
Accounting,Tài Chính
Accounting,Công Nợ
Accounting,Excel
Accounting,Kiểm Soát Hóa Đơn
Finance/Investment,Kế Toán
Finance/Investment,Tài Chính
Finance/Investment,Công Nợ
Finance/Investment,Excel
Finance/Investment,Kiểm Soát Hóa Đơn
Finance/Investment,Front Office Service
Finance/Investment,Manage Reception
Finance/Investment,Administration Support
Finance/Investment,English
Customer Service,Điều Phối Dự Án
Customer Service,Project Coordination
Customer Service,Project Management
Customer Service,Account Management
Customer Service,Bussiness Analyst
Accounting,Accounting
Accounting,Risk Management
Accounting,Banking
Accounting,Computer Skill
Accounting,English
Auditing,Accounting
Auditing,Risk Management
Auditing,Banking
Auditing,Computer Skill
Auditing,English
Customer Service,Telesale Skill
Customer Service,Tự Động Hóa
Customer Service,Cơ Khí Điện
Customer Service,Bán Hàng Dự Án
Customer Service,Quan Hệ Khách Hàng
Sales,Telesale Skill
Sales,Tự Động Hóa
Sales,Cơ Khí Điện
Sales,Bán Hàng Dự Án
Sales,Quan Hệ Khách Hàng
Accounting,Accounting
Accounting,Financial Report
Accounting,Financial Report Analysis
Accounting,Tax Compliance
Accounting,IFRS
Auditing,Accounting
Auditing,Financial Report
Auditing,Financial Report Analysis
Auditing,Tax Compliance
Auditing,IFRS
Finance/Investment,Accounting
Finance/Investment,Financial Report
Finance/Investment,Financial Report Analysis
Finance/Investment,Tax Compliance
Finance/Investment,IFRS
Administrative/Clerical,Nghiệp Vụ Thư Ký
Administrative/Clerical,MS Office
Administrative/Clerical,Quản Lý Tài Liệu
Administrative/Clerical,Hành Chính
Administrative/Clerical,Soạn Thảo Văn Bản
Customer Service,Giao Tiếp
Customer Service,Quản Lý
Customer Service,Quản Lý Doanh Số
Customer Service,Quản Lý Nhân Sự
Customer Service,Xử Lý Tình Huống
Accounting,Tiếng Hàn
Accounting,Biên Phiên Dịch Tiếng Hàn
Accounting,Dịch Tài Liệu
Accounting,Phiên Dịch
Accounting,Kế Toán
Administrative/Clerical,Tiếng Hàn
Administrative/Clerical,Biên Phiên Dịch Tiếng Hàn
Administrative/Clerical,Dịch Tài Liệu
Administrative/Clerical,Phiên Dịch
Administrative/Clerical,Kế Toán
Administrative/Clerical,English
Administrative/Clerical,Develop Training Programs
Administrative/Clerical,HR Budget Planning
Administrative/Clerical,Strategic Workforce Planning
Administrative/Clerical,Administration Management
Human Resources,English
Human Resources,Develop Training Programs
Human Resources,HR Budget Planning
Human Resources,Strategic Workforce Planning
Human Resources,Administration Management
Administrative/Clerical,Tiếng Hàn
Administrative/Clerical,Biên Phiên Dịch Tiếng Hàn
Administrative/Clerical,Dịch Tài Liệu
Administrative/Clerical,Phiên Dịch Cuộc Họp
Administrative/Clerical,Phiên Dịch
Human Resources,Tiếng Hàn
Human Resources,Biên Phiên Dịch Tiếng Hàn
Human Resources,Dịch Tài Liệu
Human Resources,Phiên Dịch Cuộc Họp
Human Resources,Phiên Dịch
Customer Service,Digital Marketing
Customer Service,Account Management
Customer Service,Account Planning
Customer Service,Advertsing Agency
Customer Service,Social Media Networks
Accounting,Kế Toán
Accounting,Kế Toán Báo Cáo
Accounting,Kế Toán Hóa Đơn
Accounting,Kế Toán Hành Chính
Accounting,Kế Toán Thực Tập
Human Resources,Kế Toán
Human Resources,Kế Toán Báo Cáo
Human Resources,Kế Toán Hóa Đơn
